Town,Year,Variable,Value
Fairfield,2002,Major Employer 5,HEIM/ Bearings Division RBC Inc.
Fairfield,2002,Major Employer 6,Handy and Harman
Fairfield,2002,Major Employer 7,Carolton Chronic Convalescent Home
Fairfield,2002,Major Employer 8,BJs Wholesale Club 31
Fairfield,2002,Major Employer 9,Cambridge Manor
Fairfield,2002,Major Employer 10,RC Bigelow Tea Inc
Farmington,2002,Major Employer 1,UCONN Health Center / Dempsey
Farmington,2002,Major Employer 2,Otis Elevator
Farmington,2002,Major Employer 3,Town of Farmington
Farmington,2002,Major Employer 4,Connecticare
Farmington,2002,Major Employer 5,Royal & Sun Alliance
Farmington,2002,Major Employer 6,Hamilton Sund Strand
Farmington,2002,Major Employer 7,American Red Cross
Farmington,2002,Major Employer 8,"Trumpf, Inc."
Farmington,2002,Major Employer 9,Connecticut Spring & Stamp Corp.
Farmington,2002,Major Employer 10,Fleet Bank
Franklin,2002,Major Employer 1,Franklin Farms Inc
Franklin,2002,Major Employer 2,Tech Painting Company Inc
Franklin,2002,Major Employer 3,Prudential Insurance of America Inc
Franklin,2002,Major Employer 4,New London County 4H Foundation (Seasonal)
Franklin,2002,Major Employer 5,Blue Slope Sawdust Inc
Franklin,2002,Major Employer 6,Plant Group Inc
Franklin,2002,Major Employer 7,Nutrina Cargo
Franklin,2002,Major Employer 8,Kahn Tractor & Equipment Inc
Franklin,2002,Major Employer 9,Modestos Restaurant Inc
Franklin,2002,Major Employer 10,I. T. Dealers
Glastonbury,2002,Major Employer 1,Town of Glastonbury
Glastonbury,2002,Major Employer 2,IKON/Office Solutions
Glastonbury,2002,Major Employer 3,Amica Insurance
Glastonbury,2002,Major Employer 4,Allmerica Financial
Glastonbury,2002,Major Employer 5,"Open Solutions, Inc."
Glastonbury,2002,Major Employer 6,Stop & Shop Supermarket
Glastonbury,2002,Major Employer 7,Liberty Mutual
Glastonbury,2002,Major Employer 8,NCR
Glastonbury,2002,Major Employer 9,Hewlett Packard
Glastonbury,2002,Major Employer 10,Home Deopt
Goshen,2002,Major Employer 1,New England Steel Erectors
Goshen,2002,Major Employer 2,Torrington Country Club
Goshen,2002,Major Employer 3,First National Bank of Litchfield
Goshen,2002,Major Employer 4,R.W. Commerferd & Sons Inc.
Goshen,2002,Major Employer 5,Action Wildlife
Goshen,2002,Major Employer 6,Fay & Wright Excavating Inc.
Goshen,2002,Major Employer 7,Landmark Realestate
Goshen,2002,Major Employer 8,Gallos
Goshen,2002,Major Employer 9,Clintons Lawn Service
Goshen,2002,Major Employer 10,Harmon Tillman Harmon Inc
Granby,2002,Major Employer 1,Town of Granby
Granby,2002,Major Employer 2,Meadow Brook Nursing Home
Granby,2002,Major Employer 3,Stop & Shop
Granby,2002,Major Employer 4,State Line Oil
Granby,2002,Major Employer 5,Geissler's Supermarket
Granby,2002,Major Employer 6,High Meadow
Granby,2002,Major Employer 7,Imperial Nursery
Granby,2002,Major Employer 8,Old Mill Pond Village
Granby,2002,Major Employer 9,Arrow Concrete
Granby,2002,Major Employer 10,CVS
Greenwich,2002,Major Employer 1,Town of Greenwich & Board of Education
Greenwich,2002,Major Employer 2,Greenwich Hospital
Greenwich,2002,Major Employer 3,"George Weston Bakeries, Inc."
Greenwich,2002,Major Employer 4,Greenwich Capital Markerts
Greenwich,2002,Major Employer 5,UST Inc.
Greenwich,2002,Major Employer 6,"FactSet Research Systems, Inc."
Greenwich,2002,Major Employer 7,Unilever Home & Personal Care
Greenwich,2002,Major Employer 8,Perrier Group of America
Greenwich,2002,Major Employer 9,Hyatt Regency - Greenwich
Greenwich,2002,Major Employer 10,"AIG Trading Group, Inc."
Griswold,2002,Major Employer 1,Griswold Public Schools
Griswold,2002,Major Employer 2,Global Wire
Griswold,2002,Major Employer 3,Center for Optimum Care
Griswold,2002,Major Employer 4,Ames Department Store 0400
Griswold,2002,Major Employer 5,Town of Griswold
Griswold,2002,Major Employer 6,
Griswold,2002,Major Employer 7,
Griswold,2002,Major Employer 8,
Griswold,2002,Major Employer 9,
Griswold,2002,Major Employer 10,
Groton,2002,Major Employer 1,U.S. Naval Submarine Base
Groton,2002,Major Employer 2,Electric Boat Corp.
Groton,2002,Major Employer 3,"Pfizer, Inc."
Groton,2002,Major Employer 4,Town of Groton
Groton,2002,Major Employer 5,Wyman-Gordon Co.
Groton,2002,Major Employer 6,Doncasters Precision Castings
Groton,2002,Major Employer 7,AVCRAD
Groton,2002,Major Employer 8,City of Groton
Groton,2002,Major Employer 9,Proto-Power Corp.
Groton,2002,Major Employer 10,Engineering Technology Center
Guilford,2002,Major Employer 1,Oce Imaging Supplies
Guilford,2002,Major Employer 2,Moroso Performance Products
Guilford,2002,Major Employer 3,The C.R. Gibson Company
Guilford,2002,Major Employer 4,Guilford Gravure
Guilford,2002,Major Employer 5,Shore Line Times
Guilford,2002,Major Employer 6,Connecticut Orthopaedic Specialists
Guilford,2002,Major Employer 7,West Lake Lodge Nursing Home
Guilford,2002,Major Employer 8,"Shaw's Supermarkets, Inc."
Guilford,2002,Major Employer 9,Apple Health Care In.c
Guilford,2002,Major Employer 10,Algonquin Industries
Haddam,2002,Major Employer 1,Haddam Board of Education - regional district 17
Haddam,2002,Major Employer 2,Connecticut Yankee
Haddam,2002,Major Employer 3,Camelot Cruise Line
Haddam,2002,Major Employer 4,Marvin environmental
Haddam,2002,Major Employer 5,Town of Haddam
Haddam,2002,Major Employer 6,Country Market
Haddam,2002,Major Employer 7,J.C. Products
Haddam,2002,Major Employer 8,Essex Design & Display
Haddam,2002,Major Employer 9,Higganum Family Medical
Haddam,2002,Major Employer 10,American Cruise Lines
Hamden,2002,Major Employer 1,Quinnipiac College
Hamden,2002,Major Employer 2,Harborside Health Care
Hamden,2002,Major Employer 3,Kohl's
Hamden,2002,Major Employer 4,Hamden Health
Hamden,2002,Major Employer 5,Walmart
Hamden,2002,Major Employer 6,Area Cooperative Educational Ser.
Hamden,2002,Major Employer 7,Amphenol
Hamden,2002,Major Employer 8,Regional Visiting Nurse Agency
Hamden,2002,Major Employer 9,Hamden Town & Schools
Hamden,2002,Major Employer 10,
Hampton,2002,Major Employer 1,Eastconn
Hampton,2002,Major Employer 2,Town of Hampton
Hampton,2002,Major Employer 3,Donahue General Contractors Inc
Hampton,2002,Major Employer 4,Sunset Hill Inc
Hampton,2002,Major Employer 5,Servicemaster of Willimantic
Hampton,2002,Major Employer 6,Amerigas Propane LP
Hampton,2002,Major Employer 7,Hampton Cemetery Assoc
Hampton,2002,Major Employer 8,Burrel Sawmill
Hampton,2002,Major Employer 9,Hampton Hill Garage
Hampton,2002,Major Employer 10,
Hartford,2002,Major Employer 1,State of Connecticut
Hartford,2002,Major Employer 2,Aetna Life and Casualty
Hartford,2002,Major Employer 3,The Hartford
Hartford,2002,Major Employer 4,Travelers Co.
Hartford,2002,Major Employer 5,Hartford Hospital
Hartford,2002,Major Employer 6,
Hartford,2002,Major Employer 7,
Hartford,2002,Major Employer 8,
Hartford,2002,Major Employer 9,
Hartford,2002,Major Employer 10,
Hartland,2002,Major Employer 1,Wilderness School
Hartland,2002,Major Employer 2,Town of Hartland
Hartland,2002,Major Employer 3,Hartland Elementary School
Hartland,2002,Major Employer 4,Coach and Four Restaurant
Hartland,2002,Major Employer 5,Scotts Plumbing & Heating
Hartland,2002,Major Employer 6,Mitchell Contracting Co Inc
Hartland,2002,Major Employer 7,Berkshire Industrial Roofing
Hartland,2002,Major Employer 8,Mountain Top Country Store
Hartland,2002,Major Employer 9,Skaret Builders
Hartland,2002,Major Employer 10,Hilltop Builders
Harwinton,2002,Major Employer 1,Regional School District #10
Harwinton,2002,Major Employer 2,CMF Communications
Harwinton,2002,Major Employer 3,Harwinton Town Hall
Harwinton,2002,Major Employer 4,Garofalo Custodial Service Inc
Harwinton,2002,Major Employer 5,Supreme Forest Products Inc
Harwinton,2002,Major Employer 6,Fairview Farms Golf Course
Harwinton,2002,Major Employer 7,Harwinton Rod & Gun Club Inc
Harwinton,2002,Major Employer 8,
Harwinton,2002,Major Employer 9,
Harwinton,2002,Major Employer 10,
Hebron,2002,Major Employer 1,Ted's Supermarket
Hebron,2002,Major Employer 2,Town of Hebron
Hebron,2002,Major Employer 3,Regional School District #8
Hebron,2002,Major Employer 4,Hemlock's Outdoor Recreation Center
Hebron,2002,Major Employer 5,Hebron Pharmacy
Hebron,2002,Major Employer 6,"Americares, Inc."
Hebron,2002,Major Employer 7,"Staff Mates, Inc."
Hebron,2002,Major Employer 8,
Hebron,2002,Major Employer 9,
Hebron,2002,Major Employer 10,
Kent,2002,Major Employer 1,Kenmont and Kenwood Inc.
Kent,2002,Major Employer 2,Cyberian Outpost Inc
Kent,2002,Major Employer 3,Kent School Corporation
Kent,2002,Major Employer 4,South Kent School Corporation
Kent,2002,Major Employer 5,Marvelwood School Incorporated
Kent,2002,Major Employer 6,Regional Sch Dst 1 Falls Viallage
Kent,2002,Major Employer 7,Bulls Bridge Inn
Kent,2002,Major Employer 8,The Kent Specialty Care Center
Kent,2002,Major Employer 9,
Kent,2002,Major Employer 10,
Killingly,2002,Major Employer 1,"Frito-Lay, Inc."
Killingly,2002,Major Employer 2,Town of Killingly (Board of Education included)
Killingly,2002,Major Employer 3,"Staples Distribution, N.E."
Killingly,2002,Major Employer 4,Brooks Maxi Drug Warehouse
Killingly,2002,Major Employer 5,Rogers Corp.
Killingly,2002,Major Employer 6,United Natural Foods
Killingly,2002,Major Employer 7,Spirol International Corp.
Killingly,2002,Major Employer 8,Big Y World Class Markets
Killingly,2002,Major Employer 9,Delta Rubber Co.
Killingly,2002,Major Employer 10,Automatic Rolls of New England
Killingworth,2002,Major Employer 1,Killingworth Elementary School
Killingworth,2002,Major Employer 2,Pharmedica Communications Inc
Killingworth,2002,Major Employer 3,Amerigas Propane LP
Killingworth,2002,Major Employer 4,Town of Killingworth
Killingworth,2002,Major Employer 5,Pipeline Petroleum
Killingworth,2002,Major Employer 6,Killingworth True Value Hdwr
Killingworth,2002,Major Employer 7,Killingworth Nurseries Inc
Killingworth,2002,Major Employer 8,Creative Concrete Cnstr Inc
Killingworth,2002,Major Employer 9,M & L Products Inc
Killingworth,2002,Major Employer 10,
Lebanon,2002,Major Employer 1,Prides Corner Farms Inc
Lebanon,2002,Major Employer 2,Eathgro (The Scotts Company)
Lebanon,2002,Major Employer 3,Lebanon Elementary School
Lebanon,2002,Major Employer 4,Lyman Memorial High School
Lebanon,2002,Major Employer 5,Lebanon Middle School
Lebanon,2002,Major Employer 6,Town of Lebanon
Lebanon,2002,Major Employer 7,New England Egg Farms (Kofkoff Egg Farm LLC)
Lebanon,2002,Major Employer 8,SCADD Inc.
Lebanon,2002,Major Employer 9,Graywall Farm
Lebanon,2002,Major Employer 10,Spafas Incorporated
Ledyard,2002,Major Employer 1,Foxwoods Resort and Casino
Ledyard,2002,Major Employer 2,A/Z Corporation
Ledyard,2002,Major Employer 3,Daticon
Ledyard,2002,Major Employer 4,Town of Ledyard
Ledyard,2002,Major Employer 5,Dow Chemical
Ledyard,2002,Major Employer 6,Holdridge Gardenland
Ledyard,2002,Major Employer 7,Ledyard Transport Inc.
Ledyard,2002,Major Employer 8,Ocean State Job Lot
Ledyard,2002,Major Employer 9,Gulf State Inc.
Ledyard,2002,Major Employer 10,Better Val U
Lisbon,2002,Major Employer 1,Better Value
Lisbon,2002,Major Employer 2,McDonald's
Lisbon,2002,Major Employer 3,Pasteryak Paving
Lisbon,2002,Major Employer 4,Winner Ford
Lisbon,2002,Major Employer 5,Riley Energy
Lisbon,2002,Major Employer 6,Home Depot
Lisbon,2002,Major Employer 7,WalMart
Lisbon,2002,Major Employer 8,Kohl's Department Store
Lisbon,2002,Major Employer 9,Lisbon Textile
Lisbon,2002,Major Employer 10,Pier One Imports
Litchfield,2002,Major Employer 1,Town of Litchfield
Litchfield,2002,Major Employer 2,Litchfield District Schools
Litchfield,2002,Major Employer 3,CT Junior Republic
Litchfield,2002,Major Employer 4,First National Bank of Litchfield
Litchfield,2002,Major Employer 5,Stop & Shop
Litchfield,2002,Major Employer 6,Forman School
Litchfield,2002,Major Employer 7,State Police and DOT
Litchfield,2002,Major Employer 8,Sara Pierce Management Company
Litchfield,2002,Major Employer 9,"Education Connection, Inc."
Litchfield,2002,Major Employer 10,"Visiting Nurse and Home Care, Inc"
Lyme,2002,Major Employer 1,Reynolds Marine & Garage
Lyme,2002,Major Employer 2,Town of Lyme
Lyme,2002,Major Employer 3,Tiffany Farm
Lyme,2002,Major Employer 4,Lyme Country Store
Lyme,2002,Major Employer 5,
Lyme,2002,Major Employer 6,
Lyme,2002,Major Employer 7,
Lyme,2002,Major Employer 8,
Lyme,2002,Major Employer 9,
Lyme,2002,Major Employer 10,
Madison,2002,Major Employer 1,Madison Town & Schools
Madison,2002,Major Employer 2,Stop & Shop
Madison,2002,Major Employer 3,Madison House
Madison,2002,Major Employer 4,McDonald's Restaurants
Madison,2002,Major Employer 5,"Garrity Industries, Inc."
Madison,2002,Major Employer 6,Madison Beach Hotel
Madison,2002,Major Employer 7,"Grove School, Inc"
Madison,2002,Major Employer 8,Roberts Food Center
Madison,2002,Major Employer 9,Watrous Nursing Home
Madison,2002,Major Employer 10,
Manchester,2002,Major Employer 1,Allied Printing Services
Manchester,2002,Major Employer 2,W.E. Andrews
Manchester,2002,Major Employer 3,Dynamic Gunver Technologies LLC
Manchester,2002,Major Employer 4,Gerber Scientific Products
Manchester,2002,Major Employer 5,The Journal Publishing Company
Manchester,2002,Major Employer 6,"Lydall, Inc."
Manchester,2002,Major Employer 7,Manchester Memorial Hospital
Manchester,2002,Major Employer 8,JCPenny Company
Manchester,2002,Major Employer 9,Purdy Corporation
Manchester,2002,Major Employer 10,Rogers Corporation
Mansfield,2002,Major Employer 1,University of Connecticut
Mansfield,2002,Major Employer 2,Town of Mansfield
Mansfield,2002,Major Employer 3,Regional School District #19 (E.O. Smith High School)
Mansfield,2002,Major Employer 4,Northeast Correctional Institution
Mansfield,2002,Major Employer 5,"Natchaug Hospital, Inc."
Mansfield,2002,Major Employer 6,"Big Y Foods, Inc."
Mansfield,2002,Major Employer 7,"VNA East, Inc."
Mansfield,2002,Major Employer 8,Mansfield Nursing & Rehabilitation Center
Mansfield,2002,Major Employer 9,Milton Beebe & Sons
Mansfield,2002,Major Employer 10,
Marlborough,2002,Major Employer 1,Marlborough Health Care Center
Marlborough,2002,Major Employer 2,Healthplan Services Inc.
Marlborough,2002,Major Employer 3,Marlborough Elementary School
Marlborough,2002,Major Employer 4,Marlborough Country Barn
Marlborough,2002,Major Employer 5,IMS
Marlborough,2002,Major Employer 6,Diversified Group
Marlborough,2002,Major Employer 7,MPS Plastics
Marlborough,2002,Major Employer 8,
Marlborough,2002,Major Employer 9,
Marlborough,2002,Major Employer 10,
Meriden,2002,Major Employer 1,Westfield Shopping Town
Meriden,2002,Major Employer 2,Lane Construction Corporation
Meriden,2002,Major Employer 3,Meriden Board of Education
Meriden,2002,Major Employer 4,"Bristol-Myers Squibb, Co."
Meriden,2002,Major Employer 5,Midstate Medical Center
Meriden,2002,Major Employer 6,"Yankee Energy System, Inc."
Meriden,2002,Major Employer 7,TI Group Automotive Systems
Meriden,2002,Major Employer 8,City of Meriden
Meriden,2002,Major Employer 9,Cuno Corporation
Meriden,2002,Major Employer 10,C-Cor
Middlebury,2002,Major Employer 1,Uniroyal Chemical Company
Middlebury,2002,Major Employer 2,Crompton Corporation
Middlebury,2002,Major Employer 3,"Quassy Amusement Park, Inc."
Middlebury,2002,Major Employer 4,Timex Corporation
Middlebury,2002,Major Employer 5,"Interim Healthcare, Inc."
Middlebury,2002,Major Employer 6,"Deluca, Inc. (Perdue)"
Middlebury,2002,Major Employer 7,Regional School District #15
Middlebury,2002,Major Employer 8,Town of Middlebury
Middlebury,2002,Major Employer 9,"Country Line Buick Nissan, Inc."
Middlebury,2002,Major Employer 10,
Middlefield,2002,Major Employer 1,Zygo Corporation
Middlefield,2002,Major Employer 2,Rogers Manufacturing Company
Middlefield,2002,Major Employer 3,Cooper Instrument Corp
Middlefield,2002,Major Employer 4,Lyman Orchards
Middlefield,2002,Major Employer 5,Liberty Bank
Middlefield,2002,Major Employer 6,Powder Ridge Ski/Resort Area
Middlefield,2002,Major Employer 7,Ramar-Hall Inc
Middlefield,2002,Major Employer 8,TET Mfg Co Inc
Middlefield,2002,Major Employer 9,Town of Middlefield
Middlefield,2002,Major Employer 10,Connectcut Cble Cnstr Mint Inc
Middletown,2002,Major Employer 1,Aetna/US Healthcare
Middletown,2002,Major Employer 2,Pratt & Whitney
Middletown,2002,Major Employer 3,Middlesex Hospital
Middletown,2002,Major Employer 4,Connecticut Valley Hospital
Middletown,2002,Major Employer 5,Wesleyan University
Middletown,2002,Major Employer 6,City of Middletown Board of Education
Middletown,2002,Major Employer 7,Long Lane School
Middletown,2002,Major Employer 8,Riverview Hospital For Children
Middletown,2002,Major Employer 9,Liberty Bank
Middletown,2002,Major Employer 10,Kaman Aerospace
Milford,2002,Major Employer 1,BIC Corporation
Milford,2002,Major Employer 2,Milford Board of Education
Milford,2002,Major Employer 3,Milford Hospital
Milford,2002,Major Employer 4,Schick Wilkinson Sword
Milford,2002,Major Employer 5,Subway Franchise World Headquarters
Milford,2002,Major Employer 6,City of Milford
Milford,2002,Major Employer 7,Stop & Shop
Milford,2002,Major Employer 8,Filenes
Milford,2002,Major Employer 9,Sears
Milford,2002,Major Employer 10,Mediplex
Monroe,2002,Major Employer 1,Town of Monroe & Schools
Monroe,2002,Major Employer 2,U.S. Post Office
Monroe,2002,Major Employer 3,"Vishay Vitramon, Inc."
Monroe,2002,Major Employer 4,Big Y
Monroe,2002,Major Employer 5,Stelco Industries
Monroe,2002,Major Employer 6,Robohand
Monroe,2002,Major Employer 7,Scholastic Book Fair
Monroe,2002,Major Employer 8,United Beauty Supply Co.
Monroe,2002,Major Employer 9,Dow Corning - STI Division
Monroe,2002,Major Employer 10,
Montville,2002,Major Employer 1,Mohegan Sun Casino
Montville,2002,Major Employer 2,Montville Board of Education
Montville,2002,Major Employer 3,State Correctional Institution
Montville,2002,Major Employer 4,Smurfit-Stone Container Corporation
Montville,2002,Major Employer 5,Thomas G. Faria Corporation
Montville,2002,Major Employer 6,Rand-Whitney
